order_id,order_date,order_time,item_id,menu_item,category,size,unit_price,quantity,line_total,order_channel,payment_method
R1-00082,2026-06-06,21:59:52,404,Bottled Water,Drink,,1.79,1,1.79,Takeout,Credit Card
R1-00083,2026-06-07,11:17:22,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Credit Card
R1-00083,2026-06-07,11:17:22,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,2,9.98,Drive-Thru,Credit Card
R1-00083,2026-06-07,11:17:22,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Drive-Thru,Credit Card
R1-00083,2026-06-07,11:17:22,401,Soft Drink (Small),Drink,Small,1.49,3,4.47,Drive-Thru,Credit Card
R1-00083,2026-06-07,11:17:22,108,Chicken Tenders (5 pc),Chicken,5 pc,7.29,2,14.58,Drive-Thru,Credit Card
R1-00084,2026-06-07,13:27:27,201,Hamburger,Burger,,3.49,1,3.49,Drive-Thru,Credit Card
R1-00084,2026-06-07,13:27:27,103,Chicken Nuggets (20 pc),Chicken,20 pc,10.99,1,10.99,Drive-Thru,Credit Card
R1-00084,2026-06-07,13:27:27,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Drive-Thru,Credit Card
R1-00084,2026-06-07,13:27:27,404,Bottled Water,Drink,,1.79,1,1.79,Drive-Thru,Credit Card
R1-00085,2026-06-07,14:35:31,201,Hamburger,Burger,,3.49,3,10.47,Delivery,Mobile Pay
R1-00085,2026-06-07,14:35:31,103,Chicken Nuggets (20 pc),Chicken,20 pc,10.99,2,21.98,Delivery,Mobile Pay
R1-00085,2026-06-07,14:35:31,301,Small Fries,Fries,Small,1.99,2,3.98,Delivery,Mobile Pay
R1-00085,2026-06-07,14:35:31,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Delivery,Mobile Pay
R1-00086,2026-06-07,18:09:19,202,Cheeseburger,Burger,,3.99,2,7.98,Delivery,Credit Card
R1-00086,2026-06-07,18:09:19,106,Grilled Chicken Wrap,Chicken,,5.49,1,5.49,Delivery,Credit Card
R1-00086,2026-06-07,18:09:19,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Delivery,Credit Card
R1-00086,2026-06-07,18:09:19,404,Bottled Water,Drink,,1.79,1,1.79,Delivery,Credit Card
R1-00086,2026-06-07,18:09:19,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Delivery,Credit Card
R1-00087,2026-06-07,18:18:30,201,Hamburger,Burger,,3.49,1,3.49,Takeout,Credit Card
R1-00087,2026-06-07,18:18:30,103,Chicken Nuggets (20 pc),Chicken,20 pc,10.99,1,10.99,Takeout,Credit Card
R1-00088,2026-06-07,19:09:55,202,Cheeseburger,Burger,,3.99,1,3.99,Drive-Thru,Debit Card
R1-00088,2026-06-07,19:09:55,303,Large Fries,Fries,Large,2.99,1,2.99,Drive-Thru,Debit Card
R1-00088,2026-06-07,19:09:55,404,Bottled Water,Drink,,1.79,1,1.79,Drive-Thru,Debit Card
R1-00089,2026-06-07,20:38:58,101,Chicken Nuggets (6 pc),Chicken,6 pc,4.49,1,4.49,Dine-In,Debit Card
R1-00089,2026-06-07,20:38:58,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Dine-In,Debit Card
R1-00089,2026-06-07,20:38:58,404,Bottled Water,Drink,,1.79,1,1.79,Dine-In,Debit Card
R1-00090,2026-06-08,12:51:40,205,Stack Deluxe Burger,Burger,,7.49,2,14.98,Takeout,Credit Card
R1-00090,2026-06-08,12:51:40,104,Crispy Chicken Sandwich,Chicken,,5.99,1,5.99,Takeout,Credit Card
R1-00090,2026-06-08,12:51:40,403,Soft Drink (Large),Drink,Large,2.19,2,4.38,Takeout,Credit Card
R1-00091,2026-06-08,18:23:02,202,Cheeseburger,Burger,,3.99,1,3.99,Delivery,Credit Card
R1-00091,2026-06-08,18:23:02,106,Grilled Chicken Wrap,Chicken,,5.49,1,5.49,Delivery,Credit Card
R1-00091,2026-06-08,18:23:02,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Delivery,Credit Card
R1-00092,2026-06-09,09:52:33,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Delivery,Credit Card
R1-00092,2026-06-09,09:52:33,302,Medium Fries,Fries,Medium,2.49,1,2.49,Delivery,Credit Card
R1-00092,2026-06-09,09:52:33,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Delivery,Credit Card
R1-00093,2026-06-09,11:51:10,202,Cheeseburger,Burger,,3.99,2,7.98,Dine-In,Debit Card
R1-00093,2026-06-09,11:51:10,302,Medium Fries,Fries,Medium,2.49,1,2.49,Dine-In,Debit Card
R1-00094,2026-06-09,12:26:11,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Debit Card
R1-00094,2026-06-09,12:26:11,104,Crispy Chicken Sandwich,Chicken,,5.99,2,11.98,Drive-Thru,Debit Card
R1-00094,2026-06-09,12:26:11,301,Small Fries,Fries,Small,1.99,3,5.97,Drive-Thru,Debit Card
R1-00094,2026-06-09,12:26:11,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Drive-Thru,Debit Card
R1-00095,2026-06-09,13:32:20,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Mobile Pay
R1-00095,2026-06-09,13:32:20,108,Chicken Tenders (5 pc),Chicken,5 pc,7.29,1,7.29,Drive-Thru,Mobile Pay
R1-00095,2026-06-09,13:32:20,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Drive-Thru,Mobile Pay
R1-00096,2026-06-09,14:47:14,201,Hamburger,Burger,,3.49,1,3.49,Dine-In,Mobile Pay
R1-00096,2026-06-09,14:47:14,108,Chicken Tenders (5 pc),Chicken,5 pc,7.29,1,7.29,Dine-In,Mobile Pay
R1-00096,2026-06-09,14:47:14,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Dine-In,Mobile Pay
R1-00096,2026-06-09,14:47:14,403,Soft Drink (Large),Drink,Large,2.19,1,2.19,Dine-In,Mobile Pay
R1-00097,2026-06-09,17:13:52,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Takeout,Mobile Pay
R1-00097,2026-06-09,17:13:52,302,Medium Fries,Fries,Medium,2.49,1,2.49,Takeout,Mobile Pay
R1-00097,2026-06-09,17:13:52,404,Bottled Water,Drink,,1.79,1,1.79,Takeout,Mobile Pay
R1-00098,2026-06-10,11:11:24,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Mobile Pay
R1-00098,2026-06-10,11:11:24,106,Grilled Chicken Wrap,Chicken,,5.49,1,5.49,Drive-Thru,Mobile Pay
R1-00098,2026-06-10,11:11:24,303,Large Fries,Fries,Large,2.99,1,2.99,Drive-Thru,Mobile Pay
R1-00099,2026-06-10,12:03:59,203,Double Cheeseburger,Burger,,5.49,1,5.49,Takeout,Credit Card
R1-00100,2026-06-10,12:43:52,102,Chicken Nuggets (10 pc),Chicken,10 pc,6.49,1,6.49,Drive-Thru,Debit Card
R1-00100,2026-06-10,12:43:52,304,Loaded Cheese Fries,Fries,,3.99,2,7.98,Drive-Thru,Debit Card
R1-00101,2026-06-10,17:52:44,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Dine-In,Debit Card
R1-00101,2026-06-10,17:52:44,304,Loaded Cheese Fries,Fries,,3.99,2,7.98,Dine-In,Debit Card
R1-00101,2026-06-10,17:52:44,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Dine-In,Debit Card
R1-00101,2026-06-10,17:52:44,108,Chicken Tenders (5 pc),Chicken,5 pc,7.29,1,7.29,Dine-In,Debit Card
R1-00102,2026-06-10,21:12:49,101,Chicken Nuggets (6 pc),Chicken,6 pc,4.49,1,4.49,Drive-Thru,Debit Card
R1-00102,2026-06-10,21:12:49,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Drive-Thru,Debit Card
R1-00102,2026-06-10,21:12:49,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Drive-Thru,Debit Card
R1-00103,2026-06-11,11:02:04,203,Double Cheeseburger,Burger,,5.49,1,5.49,Takeout,Mobile Pay
R1-00103,2026-06-11,11:02:04,105,Spicy Chicken Sandwich,Chicken,,6.29,1,6.29,Takeout,Mobile Pay
R1-00103,2026-06-11,11:02:04,301,Small Fries,Fries,Small,1.99,1,1.99,Takeout,Mobile Pay
R1-00104,2026-06-11,11:10:30,103,Chicken Nuggets (20 pc),Chicken,20 pc,10.99,1,10.99,Takeout,Credit Card
R1-00104,2026-06-11,11:10:30,303,Large Fries,Fries,Large,2.99,1,2.99,Takeout,Credit Card
R1-00105,2026-06-11,11:12:52,201,Hamburger,Burger,,3.49,1,3.49,Drive-Thru,Debit Card
R1-00105,2026-06-11,11:12:52,105,Spicy Chicken Sandwich,Chicken,,6.29,2,12.58,Drive-Thru,Debit Card
R1-00105,2026-06-11,11:12:52,302,Medium Fries,Fries,Medium,2.49,1,2.49,Drive-Thru,Debit Card
R1-00105,2026-06-11,11:12:52,404,Bottled Water,Drink,,1.79,1,1.79,Drive-Thru,Debit Card
R1-00106,2026-06-11,11:23:01,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Delivery,Debit Card
R1-00106,2026-06-11,11:23:01,302,Medium Fries,Fries,Medium,2.49,3,7.47,Delivery,Debit Card
R1-00107,2026-06-11,18:32:00,202,Cheeseburger,Burger,,3.99,2,7.98,Drive-Thru,Credit Card
R1-00107,2026-06-11,18:32:00,404,Bottled Water,Drink,,1.79,1,1.79,Drive-Thru,Credit Card
R1-00108,2026-06-11,19:11:20,105,Spicy Chicken Sandwich,Chicken,,6.29,1,6.29,Drive-Thru,Debit Card
R1-00108,2026-06-11,19:11:20,404,Bottled Water,Drink,,1.79,2,3.58,Drive-Thru,Debit Card
R1-00109,2026-06-11,19:11:53,201,Hamburger,Burger,,3.49,2,6.98,Dine-In,Mobile Pay
R1-00109,2026-06-11,19:11:53,103,Chicken Nuggets (20 pc),Chicken,20 pc,10.99,1,10.99,Dine-In,Mobile Pay
R1-00109,2026-06-11,19:11:53,302,Medium Fries,Fries,Medium,2.49,1,2.49,Dine-In,Mobile Pay
R1-00109,2026-06-11,19:11:53,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Dine-In,Mobile Pay
R1-00110,2026-06-11,19:58:40,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Cash
R1-00110,2026-06-11,19:58:40,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Drive-Thru,Cash
R1-00111,2026-06-12,10:57:29,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Drive-Thru,Credit Card
R1-00111,2026-06-12,10:57:29,103,Chicken Nuggets (20 pc),Chicken,20 pc,10.99,1,10.99,Drive-Thru,Credit Card
R1-00111,2026-06-12,10:57:29,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Drive-Thru,Credit Card
R1-00111,2026-06-12,10:57:29,404,Bottled Water,Drink,,1.79,1,1.79,Drive-Thru,Credit Card
R1-00112,2026-06-12,12:21:25,102,Chicken Nuggets (10 pc),Chicken,10 pc,6.49,1,6.49,Dine-In,Credit Card
R1-00112,2026-06-12,12:21:25,302,Medium Fries,Fries,Medium,2.49,1,2.49,Dine-In,Credit Card
R1-00113,2026-06-12,13:16:03,201,Hamburger,Burger,,3.49,1,3.49,Takeout,Mobile Pay
R1-00113,2026-06-12,13:16:03,403,Soft Drink (Large),Drink,Large,2.19,1,2.19,Takeout,Mobile Pay
R1-00114,2026-06-12,13:33:22,104,Crispy Chicken Sandwich,Chicken,,5.99,2,11.98,Dine-In,Mobile Pay
R1-00114,2026-06-12,13:33:22,303,Large Fries,Fries,Large,2.99,1,2.99,Dine-In,Mobile Pay
R1-00114,2026-06-12,13:33:22,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Dine-In,Mobile Pay
R1-00115,2026-06-12,13:55:29,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Dine-In,Debit Card
R1-00115,2026-06-12,13:55:29,101,Chicken Nuggets (6 pc),Chicken,6 pc,4.49,1,4.49,Dine-In,Debit Card
R1-00115,2026-06-12,13:55:29,404,Bottled Water,Drink,,1.79,1,1.79,Dine-In,Debit Card
R1-00116,2026-06-12,16:21:43,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Delivery,Mobile Pay
R1-00116,2026-06-12,16:21:43,302,Medium Fries,Fries,Medium,2.49,3,7.47,Delivery,Mobile Pay
R1-00116,2026-06-12,16:21:43,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Delivery,Mobile Pay
R1-00116,2026-06-12,16:21:43,105,Spicy Chicken Sandwich,Chicken,,6.29,1,6.29,Delivery,Mobile Pay
R1-00117,2026-06-13,10:31:51,202,Cheeseburger,Burger,,3.99,1,3.99,Delivery,Debit Card
R1-00117,2026-06-13,10:31:51,404,Bottled Water,Drink,,1.79,1,1.79,Delivery,Debit Card
R1-00118,2026-06-13,12:37:02,203,Double Cheeseburger,Burger,,5.49,1,5.49,Takeout,Debit Card
R1-00118,2026-06-13,12:37:02,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Takeout,Debit Card
R1-00118,2026-06-13,12:37:02,104,Crispy Chicken Sandwich,Chicken,,5.99,1,5.99,Takeout,Debit Card
R1-00119,2026-06-13,12:37:45,105,Spicy Chicken Sandwich,Chicken,,6.29,1,6.29,Drive-Thru,Credit Card
R1-00119,2026-06-13,12:37:45,301,Small Fries,Fries,Small,1.99,1,1.99,Drive-Thru,Credit Card
R1-00119,2026-06-13,12:37:45,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Drive-Thru,Credit Card
R1-00120,2026-06-13,13:57:15,102,Chicken Nuggets (10 pc),Chicken,10 pc,6.49,1,6.49,Drive-Thru,Credit Card
R1-00120,2026-06-13,13:57:15,302,Medium Fries,Fries,Medium,2.49,2,4.98,Drive-Thru,Credit Card
R1-00120,2026-06-13,13:57:15,404,Bottled Water,Drink,,1.79,1,1.79,Drive-Thru,Credit Card
R1-00121,2026-06-13,21:15:48,203,Double Cheeseburger,Burger,,5.49,1,5.49,Dine-In,Credit Card
R1-00122,2026-06-14,11:50:09,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Drive-Thru,Mobile Pay
R1-00122,2026-06-14,11:50:09,404,Bottled Water,Drink,,1.79,2,3.58,Drive-Thru,Mobile Pay
R1-00122,2026-06-14,11:50:09,201,Hamburger,Burger,,3.49,1,3.49,Drive-Thru,Mobile Pay
R1-00123,2026-06-14,12:44:19,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,3,14.97,Takeout,Mobile Pay
R1-00123,2026-06-14,12:44:19,301,Small Fries,Fries,Small,1.99,1,1.99,Takeout,Mobile Pay
R1-00123,2026-06-14,12:44:19,404,Bottled Water,Drink,,1.79,2,3.58,Takeout,Mobile Pay
R1-00124,2026-06-14,13:23:19,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Delivery,Credit Card
R1-00124,2026-06-14,13:23:19,301,Small Fries,Fries,Small,1.99,1,1.99,Delivery,Credit Card
R1-00124,2026-06-14,13:23:19,403,Soft Drink (Large),Drink,Large,2.19,2,4.38,Delivery,Credit Card
R1-00125,2026-06-15,12:05:29,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Dine-In,Credit Card
R1-00126,2026-06-15,12:38:04,104,Crispy Chicken Sandwich,Chicken,,5.99,3,17.97,Takeout,Debit Card
R1-00126,2026-06-15,12:38:04,302,Medium Fries,Fries,Medium,2.49,1,2.49,Takeout,Debit Card
R1-00127,2026-06-15,13:53:06,102,Chicken Nuggets (10 pc),Chicken,10 pc,6.49,1,6.49,Drive-Thru,Credit Card
R1-00128,2026-06-15,16:36:59,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Debit Card
R1-00128,2026-06-15,16:36:59,303,Large Fries,Fries,Large,2.99,1,2.99,Drive-Thru,Debit Card
R1-00128,2026-06-15,16:36:59,403,Soft Drink (Large),Drink,Large,2.19,2,4.38,Drive-Thru,Debit Card
R1-00129,2026-06-15,16:56:59,201,Hamburger,Burger,,3.49,1,3.49,Dine-In,Mobile Pay
R1-00129,2026-06-15,16:56:59,303,Large Fries,Fries,Large,2.99,1,2.99,Dine-In,Mobile Pay
R1-00129,2026-06-15,16:56:59,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Dine-In,Mobile Pay
R1-00130,2026-06-15,17:45:03,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Drive-Thru,Credit Card
R1-00130,2026-06-15,17:45:03,303,Large Fries,Fries,Large,2.99,1,2.99,Drive-Thru,Credit Card
R1-00130,2026-06-15,17:45:03,403,Soft Drink (Large),Drink,Large,2.19,3,6.57,Drive-Thru,Credit Card
R1-00131,2026-06-16,11:13:09,103,Chicken Nuggets (20 pc),Chicken,20 pc,10.99,1,10.99,Drive-Thru,Credit Card
R1-00132,2026-06-16,11:25:10,202,Cheeseburger,Burger,,3.99,3,11.97,Drive-Thru,Credit Card
R1-00132,2026-06-16,11:25:10,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Drive-Thru,Credit Card
R1-00132,2026-06-16,11:25:10,302,Medium Fries,Fries,Medium,2.49,1,2.49,Drive-Thru,Credit Card
R1-00132,2026-06-16,11:25:10,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Drive-Thru,Credit Card
R1-00133,2026-06-16,12:17:36,202,Cheeseburger,Burger,,3.99,1,3.99,Drive-Thru,Credit Card
R1-00133,2026-06-16,12:17:36,106,Grilled Chicken Wrap,Chicken,,5.49,1,5.49,Drive-Thru,Credit Card
R1-00133,2026-06-16,12:17:36,302,Medium Fries,Fries,Medium,2.49,1,2.49,Drive-Thru,Credit Card
R1-00133,2026-06-16,12:17:36,401,Soft Drink (Small),Drink,Small,1.49,3,4.47,Drive-Thru,Credit Card
R1-00134,2026-06-16,12:21:39,101,Chicken Nuggets (6 pc),Chicken,6 pc,4.49,1,4.49,Drive-Thru,Credit Card
R1-00134,2026-06-16,12:21:39,301,Small Fries,Fries,Small,1.99,1,1.99,Drive-Thru,Credit Card
R1-00135,2026-06-16,15:13:05,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Drive-Thru,Cash
R1-00135,2026-06-16,15:13:05,108,Chicken Tenders (5 pc),Chicken,5 pc,7.29,1,7.29,Drive-Thru,Cash
R1-00135,2026-06-16,15:13:05,302,Medium Fries,Fries,Medium,2.49,1,2.49,Drive-Thru,Cash
R1-00135,2026-06-16,15:13:05,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Drive-Thru,Cash
R1-00136,2026-06-16,18:37:51,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Drive-Thru,Debit Card
R1-00136,2026-06-16,18:37:51,302,Medium Fries,Fries,Medium,2.49,1,2.49,Drive-Thru,Debit Card
R1-00136,2026-06-16,18:37:51,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Drive-Thru,Debit Card
R1-00137,2026-06-16,21:59:35,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Takeout,Credit Card
R1-00137,2026-06-16,21:59:35,303,Large Fries,Fries,Large,2.99,1,2.99,Takeout,Credit Card
R1-00138,2026-06-17,11:06:49,203,Double Cheeseburger,Burger,,5.49,1,5.49,Dine-In,Debit Card
R1-00138,2026-06-17,11:06:49,301,Small Fries,Fries,Small,1.99,1,1.99,Dine-In,Debit Card
R1-00138,2026-06-17,11:06:49,404,Bottled Water,Drink,,1.79,1,1.79,Dine-In,Debit Card
R1-00138,2026-06-17,11:06:49,101,Chicken Nuggets (6 pc),Chicken,6 pc,4.49,1,4.49,Dine-In,Debit Card
R1-00139,2026-06-17,11:17:28,102,Chicken Nuggets (10 pc),Chicken,10 pc,6.49,1,6.49,Drive-Thru,Credit Card
R1-00139,2026-06-17,11:17:28,303,Large Fries,Fries,Large,2.99,1,2.99,Drive-Thru,Credit Card
R1-00140,2026-06-17,15:53:54,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Dine-In,Mobile Pay
R1-00140,2026-06-17,15:53:54,103,Chicken Nuggets (20 pc),Chicken,20 pc,10.99,2,21.98,Dine-In,Mobile Pay
R1-00141,2026-06-17,17:05:47,101,Chicken Nuggets (6 pc),Chicken,6 pc,4.49,1,4.49,Drive-Thru,Mobile Pay
R1-00142,2026-06-17,18:58:56,106,Grilled Chicken Wrap,Chicken,,5.49,2,10.98,Drive-Thru,Credit Card
R1-00142,2026-06-17,18:58:56,303,Large Fries,Fries,Large,2.99,1,2.99,Drive-Thru,Credit Card
R1-00142,2026-06-17,18:58:56,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Drive-Thru,Credit Card
R1-00143,2026-06-17,21:57:57,108,Chicken Tenders (5 pc),Chicken,5 pc,7.29,1,7.29,Takeout,Mobile Pay
R1-00144,2026-06-18,15:23:11,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Drive-Thru,Credit Card
R1-00144,2026-06-18,15:23:11,302,Medium Fries,Fries,Medium,2.49,1,2.49,Drive-Thru,Credit Card
R1-00145,2026-06-18,17:14:40,106,Grilled Chicken Wrap,Chicken,,5.49,1,5.49,Dine-In,Debit Card
R1-00146,2026-06-18,17:37:35,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Drive-Thru,Debit Card
R1-00146,2026-06-18,17:37:35,303,Large Fries,Fries,Large,2.99,3,8.97,Drive-Thru,Debit Card
R1-00146,2026-06-18,17:37:35,403,Soft Drink (Large),Drink,Large,2.19,2,4.38,Drive-Thru,Debit Card
R1-00147,2026-06-18,17:51:26,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Debit Card
R1-00147,2026-06-18,17:51:26,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Drive-Thru,Debit Card
R1-00147,2026-06-18,17:51:26,403,Soft Drink (Large),Drink,Large,2.19,1,2.19,Drive-Thru,Debit Card
R1-00148,2026-06-18,18:07:22,202,Cheeseburger,Burger,,3.99,2,7.98,Drive-Thru,Debit Card
R1-00148,2026-06-18,18:07:22,303,Large Fries,Fries,Large,2.99,1,2.99,Drive-Thru,Debit Card
R1-00148,2026-06-18,18:07:22,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Drive-Thru,Debit Card
R1-00149,2026-06-18,18:44:27,202,Cheeseburger,Burger,,3.99,1,3.99,Delivery,Credit Card
R1-00149,2026-06-18,18:44:27,105,Spicy Chicken Sandwich,Chicken,,6.29,1,6.29,Delivery,Credit Card
R1-00149,2026-06-18,18:44:27,404,Bottled Water,Drink,,1.79,1,1.79,Delivery,Credit Card
R1-00149,2026-06-18,18:44:27,101,Chicken Nuggets (6 pc),Chicken,6 pc,4.49,1,4.49,Delivery,Credit Card
R1-00150,2026-06-19,11:00:51,101,Chicken Nuggets (6 pc),Chicken,6 pc,4.49,1,4.49,Delivery,Debit Card
R1-00150,2026-06-19,11:00:51,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Delivery,Debit Card
R1-00151,2026-06-19,12:10:37,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Takeout,Credit Card
R1-00151,2026-06-19,12:10:37,302,Medium Fries,Fries,Medium,2.49,1,2.49,Takeout,Credit Card
R1-00152,2026-06-19,18:07:26,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Dine-In,Debit Card
R1-00152,2026-06-19,18:07:26,301,Small Fries,Fries,Small,1.99,1,1.99,Dine-In,Debit Card
R1-00153,2026-06-19,18:11:31,201,Hamburger,Burger,,3.49,1,3.49,Drive-Thru,Credit Card
R1-00153,2026-06-19,18:11:31,105,Spicy Chicken Sandwich,Chicken,,6.29,1,6.29,Drive-Thru,Credit Card
R1-00153,2026-06-19,18:11:31,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Drive-Thru,Credit Card
R1-00154,2026-06-19,19:35:23,201,Hamburger,Burger,,3.49,1,3.49,Drive-Thru,Credit Card
R1-00154,2026-06-19,19:35:23,303,Large Fries,Fries,Large,2.99,3,8.97,Drive-Thru,Credit Card
R1-00155,2026-06-19,20:04:40,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Cash
R1-00155,2026-06-19,20:04:40,302,Medium Fries,Fries,Medium,2.49,1,2.49,Drive-Thru,Cash
R1-00155,2026-06-19,20:04:40,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Drive-Thru,Cash
R1-00156,2026-06-20,18:40:15,106,Grilled Chicken Wrap,Chicken,,5.49,1,5.49,Drive-Thru,Credit Card
R1-00156,2026-06-20,18:40:15,303,Large Fries,Fries,Large,2.99,2,5.98,Drive-Thru,Credit Card
R1-00156,2026-06-20,18:40:15,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Drive-Thru,Credit Card
R1-00156,2026-06-20,18:40:15,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Drive-Thru,Credit Card
R1-00157,2026-06-20,21:21:46,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Drive-Thru,Credit Card
R1-00157,2026-06-20,21:21:46,403,Soft Drink (Large),Drink,Large,2.19,3,6.57,Drive-Thru,Credit Card
R1-00158,2026-06-21,12:08:28,201,Hamburger,Burger,,3.49,1,3.49,Drive-Thru,Credit Card
R1-00158,2026-06-21,12:08:28,301,Small Fries,Fries,Small,1.99,1,1.99,Drive-Thru,Credit Card
R1-00158,2026-06-21,12:08:28,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Drive-Thru,Credit Card
R1-00159,2026-06-21,12:31:03,202,Cheeseburger,Burger,,3.99,1,3.99,Takeout,Debit Card
R1-00159,2026-06-21,12:31:03,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Takeout,Debit Card
R1-00160,2026-06-21,12:48:41,203,Double Cheeseburger,Burger,,5.49,1,5.49,Dine-In,Credit Card
R1-00161,2026-06-21,14:07:07,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Delivery,Credit Card
R1-00161,2026-06-21,14:07:07,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Delivery,Credit Card
R1-00162,2026-06-21,18:50:52,202,Cheeseburger,Burger,,3.99,1,3.99,Drive-Thru,Credit Card
R1-00162,2026-06-21,18:50:52,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Drive-Thru,Credit Card
R1-00162,2026-06-21,18:50:52,404,Bottled Water,Drink,,1.79,1,1.79,Drive-Thru,Credit Card
R1-00163,2026-06-21,19:00:26,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Credit Card
R1-00163,2026-06-21,19:00:26,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Drive-Thru,Credit Card
R1-00163,2026-06-21,19:00:26,302,Medium Fries,Fries,Medium,2.49,1,2.49,Drive-Thru,Credit Card
R1-00163,2026-06-21,19:00:26,404,Bottled Water,Drink,,1.79,1,1.79,Drive-Thru,Credit Card
R1-00164,2026-06-22,11:02:48,202,Cheeseburger,Burger,,3.99,2,7.98,Drive-Thru,Credit Card
R1-00164,2026-06-22,11:02:48,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Drive-Thru,Credit Card
R1-00165,2026-06-22,11:11:22,202,Cheeseburger,Burger,,3.99,1,3.99,Dine-In,Credit Card
R1-00165,2026-06-22,11:11:22,104,Crispy Chicken Sandwich,Chicken,,5.99,1,5.99,Dine-In,Credit Card
R1-00165,2026-06-22,11:11:22,303,Large Fries,Fries,Large,2.99,1,2.99,Dine-In,Credit Card
R1-00165,2026-06-22,11:11:22,401,Soft Drink (Small),Drink,Small,1.49,2,2.98,Dine-In,Credit Card
R1-00166,2026-06-22,11:31:39,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Drive-Thru,Mobile Pay
